"","unemployment_rate","percent_poverty","no_health_insurance","ed_percent_highschool","has_internet","percent_single_parent","percent_less_35k","state_county_fips","weighted_unemployment_rate","weighted_percent_poverty","weighted_no_health_insurance","weighted_ed_percent_highschool","weighted_has_internet","weighted_percent_single_parent","weighted_percent_less_35k"
"13",0.122,0.174,0.097,0.05,0.703,0.059,0.472,1025,0.0421889097220111,0.0804632422121172,0.0271796590506742,-0.0165955815314922,-0.315451985929645,0.0117653241144452,0.229673034459335
"14",0.054,0.147,0.103,0.046,0.812,0.06,0.434,1027,0.0186737797130213,0.0679775666964438,0.0288608750744272,-0.0152679350089728,-0.364362749039647,0.0119647363875713,0.211182408803711
"15",0.059,0.102,0.123,0.053,0.814,0.046,0.414,1029,0.0204028333901529,0.0471681075036549,0.0344649284869374,-0.0175913164233817,-0.365260194234326,0.0091729645638047,0.201450500563909
"16",0.057,0.12,0.098,0.075,0.876,0.059,0.325,1031,0.0197112119193002,0.0554918911807705,0.0274598617212997,-0.0248933722972383,-0.393080995269373,0.0117653241144452,0.158143508896788
"17",0.044,0.118,0.072,0.066,0.812,0.04,0.39,1033,0.0152156723587581,0.0545670263277576,0.0201745922850365,-0.0219061676215697,-0.364362749039647,0.00797649092504757,0.189772210676146
"18",0.092,0.127,0.127,0.046,0.615,0.067,0.47,1035,0.0318145876592215,0.0587289181663154,0.0355857391694394,-0.0152679350089728,-0.275964397363772,0.0133606222994547,0.228699843635355
"19",0.029,0.081,0.08,0.042,0.807,0.053,0.44,1037,0.0100285113273633,0.0374570265470201,0.0224162136500406,-0.0139402884864535,-0.36211913605295,0.010568850475688,0.214101981275652
"20",0.084,0.14,0.111,0.054,0.786,0.053,0.431,1039,0.0290481017758109,0.0647405397108989,0.0311024964394313,-0.0179232280540116,-0.352695961508821,0.010568850475688,0.209722622567741
"21",0.034,0.089,0.087,0.047,0.768,0.058,0.416,1041,0.0117575650044949,0.0411564859590714,0.0243776323444191,-0.0155998466396027,-0.344618954756711,0.011565911841319,0.202423691387889
"22",0.051,0.111,0.111,0.05,0.83,0.053,0.379,1043,0.0176363475067423,0.0513299993422127,0.0311024964394313,-0.0165955815314922,-0.372439755791758,0.010568850475688,0.184419661144255
"23",0.08,0.133,0.116,0.061,0.868,0.047,0.381,1045,0.0276648588341056,0.061503512725354,0.0325035097925588,-0.0202466094684205,-0.389491214490657,0.00937237683693089,0.185392851968235
"24",0.11,0.226,0.111,0.059,0.754,0.055,0.515,1047,0.0380391808968952,0.104509728390451,0.0311024964394313,-0.0195827862071608,-0.338336838393958,0.0109676750219404,0.25059663717491
"25",0.04,0.159,0.137,0.052,0.817,0.055,0.435,1049,0.0138324294170528,0.0735267558145209,0.0383877658756945,-0.0172594047927519,-0.366606362026345,0.0109676750219404,0.211669004215701
"26",0.046,0.09,0.074,0.088,0.883,0.041,0.286,1051,0.0159072938296107,0.0416189183855779,0.0207349976262875,-0.0292082234954263,-0.396222053450749,0.00817590319817375,0.139166287829174
"27",0.11,0.164,0.142,0.043,0.691,0.042,0.486,1053,0.0380391808968952,0.075838917947053,0.039788779228822,-0.0142722001170833,-0.310067314761572,0.00837531547129994,0.236485370227197
"28",0.055,0.141,0.106,0.068,0.852,0.055,0.409,1055,0.0190195904484476,0.0652029721374053,0.0297014830863038,-0.0225699908828294,-0.382311652933226,0.0109676750219404,0.199017523503958
"29",0.063,0.142,0.076,0.033,0.793,0.054,0.446,1057,0.0217860763318582,0.0656654045639117,0.0212954029675385,-0.0109530838107849,-0.355837019690197,0.0107682627488142,0.217021553747592
"30",0.048,0.145,0.117,0.052,0.73,0.062,0.383,1059,0.0165989153004634,0.067052701843431,0.0327837124631843,-0.0172594047927519,-0.327567496057811,0.0123635609338237,0.186366042792215
"31",0.054,0.165,0.126,0.049,0.807,0.056,0.425,1061,0.0186737797130213,0.0763013503735594,0.0353055364988139,-0.0162636699008624,-0.36211913605295,0.0111670872950666,0.2068030500958
"32",0.115,0.294,0.128,0.04,0.622,0.112,0.646,1063,0.0397682345740268,0.135955133392888,0.0358659418400649,-0.0132764652251938,-0.279105455545148,0.0223341745901332,0.314340636145616
"33",0.109,0.166,0.095,0.049,0.724,0.052,0.505,1065,0.0376933701614689,0.0767637828000658,0.0266192537094232,-0.0162636699008624,-0.324875160473774,0.0103694382025618,0.245730683055009
"34",0.059,0.109,0.098,0.068,0.844,0.052,0.368,1067,0.0204028333901529,0.0504051344891999,0.0274598617212997,-0.0225699908828294,-0.37872187215451,0.0103694382025618,0.179067111612363
"35",0.064,0.141,0.105,0.083,0.83,0.044,0.376,1069,0.0221318870672845,0.0652029721374053,0.0294212804156783,-0.0275486653422771,-0.372439755791758,0.00877414001755232,0.182959874908284
"36",0.051,0.15,0.095,0.045,0.805,0.052,0.419,1071,0.0176363475067423,0.0693648639759631,0.0266192537094232,-0.014936023378343,-0.361221690858271,0.0103694382025618,0.203883477623859
"37",0.065,0.119,0.092,0.13,0.879,0.044,0.34,1073,0.0224776978027108,0.0550294587542641,0.0257786456975467,-0.0431485119818797,-0.394427163061391,0.00877414001755232,0.16544244007664
"38",0.088,0.147,0.106,0.036,0.764,0.057,0.459,1075,0.0304313447175162,0.0679775666964438,0.0297014830863038,-0.0119488187026744,-0.342824064367353,0.0113664995681928,0.223347294103464
"39",0.047,0.1,0.09,0.086,0.838,0.054,0.365,1077,0.016253104565037,0.0462432426506421,0.0252182403562956,-0.0285444002341666,-0.376029536570473,0.0107682627488142,0.177607325376393
"40",0.053,0.139,0.091,0.041,0.766,0.056,0.4,1079,0.018327968977595,0.0642781072843925,0.0254984430269212,-0.0136083768558236,-0.343721509562032,0.0111670872950666,0.194638164796047
"41",0.052,0.116,0.078,0.157,0.916,0.034,0.371,1081,0.0179821582421687,0.0536421614747448,0.0218558083087896,-0.0521101260088855,-0.411029899162952,0.00678001728629043,0.180526897848334
"42",0.062,0.1,0.096,0.084,0.88,0.051,0.313,1083,0.0214402655964319,0.0462432426506421,0.0268994563800487,-0.0278805769729069,-0.394875885658731,0.0101700259294356,0.152304363952907
"43",0.099,0.224,0.088,0.055,0.685,0.066,0.552,1085,0.0342352628072057,0.103584863537438,0.0246578350150446,-0.0182551396846414,-0.307374979177535,0.0131612100263285,0.268600667418545
"44",0.113,0.181,0.075,0.086,0.77,0.059,0.513,1087,0.0390766131031742,0.0837002691976622,0.021015200296913,-0.0285444002341666,-0.34551639995139,0.0117653241144452,0.24962344635093
"45",0.05,0.09,0.083,0.168,0.926,0.04,0.279,1089,0.017290536771316,0.0416189183855779,0.0232568216619171,-0.0557611539458138,-0.415517125136346,0.00797649092504757,0.135760119945243
"46",0.08,0.141,0.088,0.074,0.72,0.064,0.515,1091,0.0276648588341056,0.0652029721374053,0.0246578350150446,-0.0245614606666085,-0.323080270084416,0.0127623854800761,0.25059663717491
"47",0.055,0.137,0.087,0.049,0.785,0.076,0.493,1093,0.0190195904484476,0.0633532424313796,0.0243776323444191,-0.0162636699008624,-0.352247238911482,0.0151553327575904,0.239891538111128
"48",0.043,0.149,0.123,0.064,0.857,0.045,0.375,1095,0.0148698616233318,0.0689024315494567,0.0344649284869374,-0.02124234436031,-0.384555265919923,0.00897355229067851,0.182473279496294
"49",0.058,0.141,0.112,0.078,0.85,0.045,0.385,1097,0.0200570226547266,0.0652029721374053,0.0313826991100568,-0.0258891071891278,-0.381414207738547,0.00897355229067851,0.187339233616195
"50",0.154,0.233,0.114,0.044,0.524,0.056,0.541,1099,0.0532548532556533,0.107746755375996,0.0319431044513078,-0.0146041117477131,-0.235130641005881,0.0111670872950666,0.263248117886654
"51",0.066,0.15,0.1,0.138,0.876,0.047,0.364,1101,0.0228235085381371,0.0693648639759631,0.0280202670625507,-0.0458038050269185,-0.393080995269373,0.00937237683693089,0.177120729964403
"52",0.051,0.12,0.096,0.07,0.854,0.052,0.356,1103,0.0176363475067423,0.0554918911807705,0.0268994563800487,-0.0232338141440891,-0.383209098127905,0.0103694382025618,0.173227966668482
"53",0.101,0.265,0.093,0.099,0.597,0.073,0.674,1105,0.0349268842780583,0.122544593024201,0.0260588483681722,-0.0328592514323546,-0.267887390611662,0.0145570959382118,0.327965307681339
"54",0.103,0.181,0.091,0.042,0.764,0.07,0.456,1107,0.035618505748911,0.0837002691976622,0.0254984430269212,-0.0139402884864535,-0.342824064367353,0.0139588591188332,0.221887507867494
"55",0.061,0.132,0.097,0.096,0.75,0.047,0.475,1109,0.0210944548610055,0.0610410802988475,0.0271796590506742,-0.031863516540465,-0.3365419480046,0.00937237683693089,0.231132820695306
"56",0.042,0.13,0.091,0.069,0.823,0.051,0.43,1111,0.0145240508879054,0.0601162154458347,0.0254984430269212,-0.0229019025134593,-0.369298697610381,0.0101700259294356,0.20923602715575
"57",0.064,0.158,0.115,0.064,0.858,0.043,0.425,1113,0.0221318870672845,0.0730643233880145,0.0322233071219333,-0.02124234436031,-0.385003988517263,0.00857472774442613,0.2068030500958
"58",0.053,0.093,0.085,0.055,0.878,0.038,0.292,1115,0.018327968977595,0.0430062156650971,0.0238172270031681,-0.0182551396846414,-0.393978440464052,0.00757766637879519,0.142085860301114
"59",0.036,0.043,0.062,0.145,0.943,0.032,0.199,1117,0.0124491864753475,0.0198845943397761,0.0173725655787814,-0.0481271864413274,-0.423145409291117,0.00638119274003805,0.0968324869860333
"60",0.097,0.224,0.125,0.102,0.727,0.058,0.631,1119,0.0335436413363531,0.103584863537438,0.0350253338281884,-0.0338549863242441,-0.326221328265792,0.011565911841319,0.307041704965764
"61",0.085,0.148,0.093,0.055,0.829,0.058,0.445,1121,0.0293939125112372,0.0684399991229503,0.0260588483681722,-0.0182551396846414,-0.371991033194418,0.011565911841319,0.216534958335602
"62",0.099,0.143,0.082,0.066,0.841,0.061,0.406,1123,0.0342352628072057,0.0661278369904182,0.0229766189912916,-0.0219061676215697,-0.377375704362492,0.0121641486606975,0.197557737267988
"63",0.058,0.111,0.072,0.123,0.881,0.046,0.342,1125,0.0200570226547266,0.0513299993422127,0.0201745922850365,-0.0408251305674708,-0.39532460825607,0.0091729645638047,0.16641563090062
"64",0.084,0.12,0.118,0.04,0.828,0.052,0.393,1127,0.0290481017758109,0.0554918911807705,0.0330639151338099,-0.0132764652251938,-0.371542310597079,0.0103694382025618,0.191231996912116
"65",0.073,0.168,0.094,0.056,0.784,0.051,0.43,1129,0.0252441836861214,0.0776886476530787,0.0263390510387977,-0.0185870513152713,-0.351798516314142,0.0101700259294356,0.20923602715575
"66",0.153,0.215,0.109,0.037,0.663,0.057,0.539,1131,0.052909042520227,0.0994229716988805,0.0305420910981803,-0.0122807303333042,-0.297503082036067,0.0113664995681928,0.262274927062673
"67",0.073,0.128,0.123,0.055,0.794,0.06,0.493,1133,0.0252441836861214,0.0591913505928219,0.0344649284869374,-0.0182551396846414,-0.356285742287537,0.0119647363875713,0.239891538111128
"68",0.039,0.105,0.463,0.036,0.873,0.047,0.278,2013,0.0134866186816265,0.0485554047831742,0.12973383649961,-0.0119488187026744,-0.391734827477355,0.00937237683693089,0.135273524533253
"69",0.021,0.048,0.175,0.031,0.928,0.041,0.141,2016,0.00726202544395272,0.0221967564723082,0.0490354673594638,-0.0102892605495252,-0.416414570331025,0.00817590319817375,0.0686099530906065
"70",0.057,0.059,0.112,0.139,0.959,0.045,0.167,2020,0.0197112119193002,0.0272835131638788,0.0313826991100568,-0.0461357166575483,-0.430324970848549,0.00897355229067851,0.0812614338023496
"71",0.184,0.238,0.203,0.044,0.874,0.055,0.345,2050,0.0636291753184429,0.110058917508528,0.056881142136978,-0.0146041117477131,-0.392183550074694,0.0109676750219404,0.16787541713659
"72",0.097,0.052,0.205,0.036,0.924,0.064,0.195,2060,0.0335436413363531,0.0240464861783339,0.057441547478229,-0.0119488187026744,-0.414619679941667,0.0127623854800761,0.0948861053380729
"73",0.015,0.04,0.185,0.148,0.964,0.103,0.162,2068,0.0051871610313948,0.0184972970602568,0.0518374940657188,-0.0491229213332169,-0.432568583835246,0.0205394641319975,0.078828456742399
"74",0.119,0.162,0.209,0.131,0.888,0.081,0.307,2070,0.0411514775157321,0.0749140530940402,0.058562358160731,-0.0434804236125096,-0.398465666437447,0.0161523941232213,0.149384791480966
"75",0.065,0.046,0.098,0.124,0.958,0.051,0.184,2090,0.0224776978027108,0.0212718916192954,0.0274598617212997,-0.0411570421981007,-0.429876248251209,0.0101700259294356,0.0895335558061816
"76",0.048,0.087,0.134,0.174,0.969,0.122,0.304,2100,0.0165989153004634,0.0402316211060586,0.037547157863818,-0.0577526237295929,-0.434812196821943,0.0243282973213951,0.147925005244996
"77",0.107,0.082,0.247,0.058,0.831,0.072,0.269,2105,0.0370017486906163,0.0379194589735265,0.0692100596445003,-0.019250874576531,-0.372888478389097,0.0143576836650856,0.130894165825342
"78",0.046,0.047,0.105,0.139,0.959,0.041,0.148,2110,0.0159072938296107,0.0217343240458018,0.0294212804156783,-0.0461357166575483,-0.430324970848549,0.00817590319817375,0.0720161209745374
"79",0.072,0.075,0.16,0.095,0.908,0.083,0.263,2122,0.0248983729506951,0.0346824319879816,0.0448324273000811,-0.0315316049098352,-0.407440118384236,0.0165512186694737,0.127974593353401
"80",0.059,0.071,0.114,0.08,0.926,0.049,0.237,2130,0.0204028333901529,0.0328327022819559,0.0319431044513078,-0.0265529304503875,-0.415517125136346,0.00977120138318327,0.115323112641658
"81",0.056,0.078,0.172,0.113,0.905,0.035,0.181,2150,0.0193654011838739,0.0360697292675008,0.0481948593475872,-0.0375060142611724,-0.406093950592218,0.00697942955941662,0.0880737695702112
